config,physical_machines,services,generations,alpha,beta,latency,energy,placement_physical,placement_vm,is_perfect
config-36,4,7,0,0.5,0.5,14680.566415102823,3487.1215378068973,"[1, 1, 0, 2, 1, 1, 2]","[0, 0, 0, 1, 0, 0, 1]","[True, False, True, True, True, False, True]"
config-37,4,5,0,0.5,0.5,11588.969163183916,3498.005534734332,"[0, 0, 0, 0, 0]","[1, 1, 1, 1, 1]","[True, True, True, False, True]"
config-38,4,7,0,0.5,0.5,13782.444601083764,5313.523567128056,"[1, 1, 1, 1, 1, 0, 1]","[1, 1, 0, 0, 0, 0, 1]","[False, True, True, True, True, True, False]"
config-39,3,7,0,0.5,0.5,11955.591887415745,4051.264148214563,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 1, 1, 1, 1, 1]","[True, True, False, True, True, False, True]"
config-40,3,5,0,0.5,0.5,16815.115400059236,4545.77292596998,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[False, True, False, True, True]"
config-41,3,6,0,0.5,0.5,6890.277257174086,3963.4606605491786,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[True, False, True, True, True, True]"
config-42,4,6,0,0.5,0.5,11445.681379125153,6147.453190365555,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[False, False, True, True, True, True]"
config-43,4,7,0,0.5,0.5,14859.772000478803,5429.287296810404,"[1, 0, 0, 1, 1, 1, 1]","[1, 0, 0, 1, 1, 1, 1]","[False, True, True, True, True, True, True]"
config-44,4,6,0,0.5,0.5,9742.52705171497,3401.199304036192,"[0, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0]","[True, True, False, True, True, True]"
config-45,3,5,0,0.5,0.5,15623.819979484573,5651.874794152023,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[False, False, True, False, False]"
config-46,3,8,0,0.5,0.5,14985.530794888316,5731.512384007345,"[0, 0, 1, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1]","[True, True, True, False, True, False, True, False]"
config-47,3,6,0,0.5,0.5,5319.09102810159,2740.871043278914,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[True, True, False, True, True, True]"
config-48,3,6,0,0.5,0.5,14878.7661668666,5828.634131814077,"[0, 0, 1, 0, 0, 1]","[0, 0, 0, 0, 0, 0]","[True, True, True, False, True, True]"
config-49,4,6,0,0.5,0.5,11865.259770946574,2427.1986747554597,"[1, 1, 1, 0, 1, 0]","[0, 1, 1, 1, 1, 0]","[True, True, False, True, False, True]"
config-50,4,5,0,0.5,0.5,6799.212356074192,2626.3296789319647,"[1, 1, 0, 0, 0]","[0, 0, 1, 1, 1]","[True, False, True, True, True]"
config-51,3,8,0,0.5,0.5,15374.20923207609,5086.177131602761,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[True, True, False, True, True, True, True, True]"
config-52,3,5,0,0.5,0.5,10375.861908510102,3330.9791000506525,"[0, 0, 0, 0, 0]","[1, 0, 0, 0, 1]","[True, True, False, True, True]"
config-53,3,8,0,0.5,0.5,23185.030723428168,7593.124693285479,"[1, 0, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0]","[True, True, True, False, True, False, True, False]"
config-54,3,8,0,0.5,0.5,16005.265491423983,3650.675264711027,"[0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 1, 0, 1]","[True, False, True, True, True, True, True, True]"
config-55,4,6,0,0.5,0.5,11543.61860201347,2618.4766218891455,"[1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 1]","[True, False, True, False, True, True]"
config-56,4,6,0,0.5,0.5,8297.68254220917,3264.7953828632444,"[1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0]","[True, True, True, False, False, True]"
config-57,4,7,0,0.5,0.5,12203.624787437964,6342.094423054978,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]","[True, True, False, True, True, False, True]"
config-58,3,7,0,0.5,0.5,18127.661223535608,6123.912002496709,"[0, 0, 1, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 1, 0]","[True, True, True, True, False, True, False]"
config-59,4,8,0,0.5,0.5,15818.195217880697,7621.3428583082305,"[2, 2, 1, 1, 1, 2, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0]","[True, True, True, True, True, True, True, False]"
config-60,3,8,0,0.5,0.5,20030.87733474061,6526.25100608683,"[0, 0, 1, 1, 1, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0]","[True, False, True, True, True, False, True, True]"
config-61,3,8,0,0.5,0.5,24160.34674746001,3313.30422680595,"[1, 1, 1, 1, 1, 1, 1, 1]","[1, 0, 1, 1, 1, 1, 0, 1]","[False, True, False, False, True, True, True, True]"
config-62,4,8,0,0.5,0.5,10350.327786727586,2580.7457739248016,"[1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 0, 0, 0, 0, 1, 0]","[True, True, True, True, True, False, True, True]"
config-63,4,7,0,0.5,0.5,13422.946068607285,3226.91931245963,"[2, 1, 2, 1, 0, 1, 1]","[0, 1, 0, 1, 0, 1, 1]","[True, True, True, True, True, True, True]"
config-64,4,5,0,0.5,0.5,6616.585706576623,1212.608887690341,"[0, 1, 0, 0, 1]","[1, 0, 1, 1, 0]","[True, True, True, True, True]"
config-65,4,8,0,0.5,0.5,11402.006285891592,3399.3384216513705,"[1, 1, 1, 0, 0, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0]","[True, True, True, True, True, False, True, True]"
config-66,3,5,0,0.5,0.5,12509.089466171587,1963.8981741232456,"[0, 0, 0, 1, 0]","[0, 0, 0, 0, 0]","[True, True, True, True, True]"
config-67,4,5,0,0.5,0.5,14844.679337043417,2739.9869481267124,"[2, 2, 2, 1, 2]","[0, 0, 0, 0, 0]","[False, True, True, True, True]"
config-68,3,7,0,0.5,0.5,10187.107349905718,4216.353342953862,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]","[True, True, True, True, False, True, True]"
